"","app_num","year","sic","class"
"187",15259696,2016,40,"No"
"188",15235801,2016,43,"No"
"189",15387086,2016,55,"No"
"190",15008992,2016,43,"Yes"
"191",15321359,2016,15,"does"
"192",15269236,2016,56,"Yes"
"193",15160594,2016,55,"Yes"
"194",15083507,2016,38,"No"
"195",15122511,2016,39,"relevant"
"196",15206753,2016,27,"Yes"
"197",15187136,2016,55,"Yes"
"198",15179324,2016,55,"Yes"
"199",15033268,2016,31,"No"
"200",15109359,2016,46,"No"
"201",14992266,2016,29,"No"
"202",15352094,2016,27,"Yes"
"203",15211925,2016,55,"No"
"204",15070586,2016,56,"No"
"205",15236247,2016,27,"Yes"
"206",15144748,2016,56,"No"
"207",15183676,2016,29,"No"
"208",15152076,2016,43,"the"
"209",15119624,2016,56,"No"
"210",14913783,2016,27,"Yes"
"211",15376810,2016,56,"Yes"
"212",15260982,2016,29,"Yes"
"213",15192005,2016,27,"Yes"
"214",15340344,2016,49,"Yes"
"215",15169190,2016,8,"No"
"216",14911361,2016,55,"Yes"
"217",15113475,2016,43,"Yes"
"218",15034945,2016,43,"no"
"219",15070618,2016,36,"No"
"220",15168622,2016,56,"part"
"221",14914121,2016,43,"Yes"
"222",15016177,2016,56,"No"
"223",15254588,2016,25,"No"
"224",15134725,2016,40,"No"
"225",15354782,2016,55,"Yes"
"226",15276900,2016,46,"No"
"227",15005092,2016,43,"Yes"
"228",15151133,2016,43,"Yes"
"229",15374848,2016,39,"No"
"230",15304543,2016,55,"No"
"231",15047649,2016,43,"Yes"
"232",15245769,2016,54,"No"
"233",15389068,2016,43,"ne"
"234",15056587,2016,15,"No"
"235",15277644,2016,56,"Yes"
"236",15258436,2016,30,"No"
"237",15030610,2016,26,"No"
"238",15016446,2016,36,"Yes"
"239",14417814,2016,30,"No"
"240",15118575,2016,43,"#NAME?"
"241",15010985,2016,36,"Yes"
"242",15138254,2016,43,"No"
"243",15170388,2016,1,"No"
"244",15024490,2016,36,"Yes"
"245",15089929,2016,49,"No"
"246",15002532,2016,15,"No"
"247",15179272,2016,26,"No"
"248",15309607,2016,55,"s"
"249",15033683,2016,55,"Yes"
"250",15121367,2016,43,"No"
"251",15315509,2016,56,"Yes"
"252",15114108,2016,30,"No"
"253",15060980,2016,56,"in"
"254",15269535,2016,56,"No"
"255",15227598,2016,27,"Yes"
"256",15085448,2016,55,"No"
"257",14910152,2016,43,"Yes"
"258",15317341,2016,43,"Yes"
"259",15092060,2016,43,"Yes"
"260",15051937,2016,27,"No"
"261",15051812,2016,20,"No"
"262",15384018,2016,52,"No"
"263",15213584,2016,43,"Yes"
"264",15173823,2016,56,"inv"
"265",15176742,2016,27,"-"
"266",15077393,2016,27,"in"
"267",15250513,2016,21,"No"
"268",15181761,2016,43,"Yes"
"269",15010951,2016,36,"Yes"
"270",15225296,2016,21,"No"
"271",14993158,2016,55,"Yes"
"272",15192984,2016,27,"Yes"
"273",15007081,2016,55,"No"
"274",15109554,2016,6,"No"
"275",15126879,2016,55,"No"
"276",15006629,2016,27,"Yes"
"277",14997832,2016,55,"Yes"
"278",15199242,2016,27,"No"
"279",15279334,2016,27,"Yes"
"280",15103912,2016,30,"No"
"281",15139562,2016,1,"No"
"282",15181098,2016,8,"No"
"283",15350883,2016,27,"No"
"284",15249461,2016,56,"No"
"285",15235597,2016,43,"Yes"
"286",15229725,2016,56,"in"
"287",15302564,2016,15,"No"
"288",15231573,2016,56,"No"
"289",15145440,2016,30,"No"
"290",14909656,2016,21,"No"
"291",15182124,2016,46,"No"
"292",15089969,2016,54,"No"
"293",15119945,2016,27,"No"
"294",15376235,2016,50,"No"
"295",15052900,2016,43,"No"
"296",15200831,2016,55,"No"
"297",15037323,2016,30,"the"
"298",15034589,2016,8,"Yes"
"299",15067595,2016,46,"Yes"
"300",15160276,2016,46,"No"
"301",14910245,2016,46,"No"
"302",15097702,2016,31,"No"
"303",15192605,2016,55,"No"
"304",15305536,2016,29,"No"
"305",15290987,2016,46,"No"
"306",15262781,2016,36,"No"
"307",15380233,2016,19,"No"
"308",15041640,2016,43,"Yes"
"309",15346163,2016,27,"Yes"
"310",15077623,2016,55,"Yes"
"311",15094967,2016,17,"Yes"
"312",15105423,2016,30,"Yes"
"313",15006651,2016,55,"No"
"314",15209911,2016,56,"in"
"315",15042487,2016,31,"inject"
"316",15148677,2016,43,"Yes"
"317",15133686,2016,43,"Yes"
"318",15107701,2016,56,"No"
"319",15030055,2016,1,"No"
"320",15163615,2016,43,"No"
"321",15222737,2016,27,"No"
"322",15058312,2016,55,"Yes"
"323",15048601,2016,27,"Yes"
"324",15259568,2016,43,"Yes"
"325",15260371,2016,25,"Yes"
"326",15027627,2016,55,"Yes"
"327",15013521,2016,43,"No"
"328",15349560,2016,56,"No"
"329",15131612,2016,42,"in"
"330",15132636,2016,13,"No"
"331",15152939,2016,20,"No"
"332",15331091,2016,29,"Yes"
"333",15128602,2016,25,"No"
"334",15386538,2016,38,"Yes"
"335",15220105,2016,43,"Yes"
"336",15350165,2016,43,"Yes"
"337",15237339,2016,46,"in"
"338",15374011,2016,43,"Yes"
"339",15179173,2016,36,"Yes"
"340",15036872,2016,39,"Yes"
"341",15368404,2016,46,"c"
"342",15263417,2016,27,"Yes"
"343",15376041,2016,54,"No"
"344",15152819,2016,43,"Yes"
"345",15299849,2016,27,"No"
"346",15140906,2016,43,"Yes"
"347",15039985,2016,27,"Yes"
"348",15163916,2016,43,"Yes"
"349",15391026,2016,46,"No"
"350",15049538,2016,27,"in"
"351",15169293,2016,21,"ground"
"352",15236234,2016,43,"Yes"
"353",15137741,2016,46,"No"
"354",15102748,2016,43,"Yes"
"355",14906014,2016,29,"No"
"356",15294164,2016,55,"No"
"357",15172031,2016,55,"Yes"
"358",15122796,2016,43,"Yes"
"359",15229275,2016,47,"No"
"360",15059979,2016,36,"Yes"
"361",15390475,2016,43,"No"
"362",15042472,2016,46,"No"
"363",15204323,2016,56,"No"
"364",15348112,2016,16,"No"
"365",15074817,2016,43,"Yes"
"366",15353835,2016,43,"Yes"
"367",15286701,2016,56,"No"
"368",15032294,2016,42,"No"
"369",15044227,2016,43,"Yes"
"370",15284541,2016,55,"1"
"371",15222888,2016,46,"No"
"372",15072803,2016,43,"Yes"
"373",15155268,2016,26,"Yes"
"374",15105776,2016,36,"No"
"375",15007597,2016,55,"in"
"376",15196129,2016,27,"No"
"377",15378254,2016,25,"Yes"
"378",15097052,2016,21,"No"
"379",15334000,2016,14,"Yes"
"380",15021353,2016,36,"Yes"
"381",15161276,2016,39,"Yes"
"382",15236513,2016,30,"the"
"383",15101562,2016,43,"Yes"
"384",14987913,2016,56,"No"
"385",15145609,2016,55,"Yes"
"386",15114969,2016,27,"No"
"387",15106096,2016,15,"No"
"388",15122156,2016,27,"items"
"389",15391202,2016,7,"No"
"390",15068369,2016,27,"Yes"
"391",15382298,2016,27,"Yes"
"392",15029274,2016,36,"Yes"
"393",15227670,2016,54,"Yes"
"394",15198861,2016,27,"No"
"395",15341180,2016,15,"No"
"396",15270279,2016,56,"No"
"397",15204026,2016,43,"Yes"
"398",15209259,2016,31,"Yes"
"399",15107338,2016,21,"Yes"
"400",15309988,2016,56,"No"
"401",15390152,2016,43,"Yes"
"402",15046170,2016,27,"No"
"403",15253295,2016,27,"No"
"404",15161507,2016,50,"No"
"405",15007144,2016,52,"No"
"406",15107056,2016,43,"The"
"407",15293493,2016,55,"No"
"408",15097074,2016,27,"No"
"409",15227504,2016,55,"No"
"410",15206047,2016,56,"No"
"411",15267349,2016,27,"Yes"
"412",15278217,2016,27,"Yes"
"413",15102399,2016,52,"No"
"414",15359108,2016,55,"Yes"
"415",15231460,2016,24,"No"
"416",14989939,2016,26,"No"
"417",14995792,2016,21,"No"
"418",15200502,2016,39,"Yes"
"419",15131305,2016,43,"Yes"
"420",15083880,2016,24,"No"
"421",15217769,2016,21,"Yes"
"422",15136194,2016,56,"in"
"423",15028207,2016,25,"No"
"424",15161583,2016,46,"No"
"425",15273011,2016,56,"Yes"
"426",15349207,2016,43,"Yes"
"427",14909014,2016,17,"in"
"428",15000823,2016,36,"Yes"
"429",15070250,2016,55,"Yes"
"430",15297758,2016,21,"No"
"431",15178071,2016,43,"No"
"432",15167266,2016,46,"No"
"433",15026940,2016,30,"Yes"
"434",15116884,2016,16,"No"
"435",15357714,2016,30,"No"
"436",15136196,2016,43,"Yes"
"437",15174959,2016,54,"No"
"438",15314495,2016,43,"Yes"
"439",15279346,2016,27,"No"
"440",15115163,2016,36,"Yes"
"441",15332923,2016,27,"No"
"442",15332816,2016,36,"Yes"
"443",14910791,2016,17,"Yes"
"444",15378326,2016,52,"No"
"445",15239534,2016,55,"in"
"446",15093365,2016,27,"No"
"447",15100724,2016,27,"Yes"
"448",15355559,2016,43,"Yes"
"449",15322612,2016,43,"Yes"
"450",15254905,2016,15,"No"
"451",14987382,2016,55,"No"
"452",15028295,2016,21,"No"
"453",15129080,2016,14,"No"
"454",15313730,2016,54,"Yes"
"455",15366071,2016,43,"No"
"456",15076877,2016,21,"No"
"457",15234258,2016,55,"the"
"458",15359763,2016,46,"No"
"459",15299339,2016,43,"Yes"
"460",15072293,2016,46,"Yes"
"461",15080457,2016,56,"Yes"
"462",15392184,2016,21,"No"
"463",15219018,2016,27,"Yes"
"464",15158678,2016,30,"No"
"465",15196350,2016,27,"Yes"
"466",15132534,2016,43,"No"
"467",15025629,2016,19,"No"
"468",15083856,2016,16,"No"
"469",15008729,2016,56,"Yes"
"470",15308923,2016,43,"Yes"
"471",15187168,2016,36,"Yes"
"472",14989481,2016,46,"No"
"473",15195041,2016,27,"No"
"474",15394512,2016,43,"Yes"
"475",14902799,2016,21,"No"
"476",15151232,2016,27,"No"
"477",15030065,2016,55,"No"
"478",14906554,2016,27,"Yes"
"479",14989421,2016,55,"No"
"480",15168199,2016,55,"No"
"481",15019435,2016,56,"No"
"482",14992463,2016,55,"Yes"
"483",15143285,2016,54,"No"
"484",15287990,2016,15,"No"
"485",15076903,2016,43,"No"
"486",15383152,2016,27,"Yes"
"487",15372273,2016,54,"Yes"
"488",15365306,2016,21,"No"
"489",15042889,2016,35,"Yes"
"490",15359987,2016,55,"No"
"491",15104281,2016,35,"Yes"
"492",15316845,2016,21,"No"
"493",14904646,2016,39,"No"
"494",15081755,2016,27,"No"
"495",15115599,2016,24,"No"
"496",15252343,2016,39,"No"
"497",15137519,2016,55,"No"
"498",15289539,2016,36,"Yes"
"499",15269655,2016,40,"Yes"
"500",15208490,2016,55,"Yes"
"501",15239540,2016,27,"Yes"
"502",15396148,2016,43,"Yes"
"503",15122816,2016,43,"No"
"504",14997565,2016,30,"Yes"
"505",15060123,2016,19,"Yes"
"506",15258944,2016,55,"Yes"
"507",15039304,2016,21,"No"
"508",15009161,2016,21,"No"
"509",15130121,2016,39,"No"
"510",15344331,2016,27,"No"
"511",15095021,2016,36,"Yes"
"512",15298996,2016,46,"No"
"513",15089614,2016,25,"Yes"
"514",14903577,2016,24,"No"
"515",14903736,2016,55,"No"
"516",15219990,2016,29,"No"
"517",15186610,2016,43,"Yes"
"518",15101437,2016,56,"No"
"519",15107391,2016,6,"no"
"520",15168904,2016,21,"No"
"521",15252010,2016,56,"Yes"
"522",15115493,2016,11,"No"
"523",15258591,2016,46,"No"
"524",14906753,2016,30,"the"
"525",15152859,2016,43,"No"
"526",15061833,2016,21,"No"
"527",15062859,2016,26,"Yes"
"528",15387631,2016,55,"Yes"
"529",15021564,2016,16,"Yes"
"530",15338981,2016,43,"No"
"531",15116382,2016,30,"No"
"532",14905578,2016,30,"No"
"533",15121323,2016,30,"in"
"534",15052584,2016,7,"No"
"535",15358486,2016,27,"Yes"
"536",15102249,2016,21,"Yes"
"537",15322383,2016,27,"No"
"538",15028635,2016,30,"Yes"
"539",15378298,2016,25,"Yes"
"540",15064419,2016,56,"Yes"
"541",15051939,2016,56,"No"
"542",15162145,2016,26,"No"
"543",15135204,2016,56,"Yes"
"544",15331136,2016,27,"No"
"545",15364145,2016,55,"Yes"
"546",15354350,2016,43,"Yes"
"547",15234519,2016,55,"No"
"548",15030948,2016,17,"Yes"
"549",15296888,2016,56,"No"
"550",15301335,2016,55,"No"
"551",15240858,2016,55,"No"
"552",15216004,2016,40,"Yes"
"553",15110191,2016,55,"Yes"
"554",15021751,2016,15,"No"
"555",15004449,2016,55,"the"
"556",15025944,2016,55,"Yes"
"557",15211576,2016,36,"Yes"
"558",15147455,2016,56,"No"
"559",15084340,2016,27,"No"
"560",15169242,2016,17,"Yes"
"561",15154230,2016,27,"No"
"562",15379737,2016,43,"No"
"563",15124233,2016,52,"Yes"
"564",14995765,2016,56,"No"
"565",14990445,2016,36,"sensor"
"566",15018949,2016,43,"Yes"
"567",15147580,2016,21,"No"
"568",15123121,2016,30,"Yes"
"569",15361074,2016,27,"No"
"570",15038036,2016,17,"Yes"
"571",14906477,2016,46,"No"
"572",15123039,2016,55,"No"
"573",15136629,2016,55,"Yes"
"574",15376786,2016,27,"No"
"575",14911107,2016,55,"No"
"576",15036254,2016,56,"No"
"577",15293048,2016,55,"No"
"578",15153880,2016,56,"No"
"579",15260095,2016,27,"Yes"
"580",15144928,2016,43,"Yes"
"581",15109050,2016,29,"Yes"
"582",15059445,2016,36,"Yes"
"583",14911962,2016,29,"No"
"584",15104988,2016,39,"Yes"
"585",15166303,2016,20,"No"
"586",15258494,2016,29,"No"
"587",15315386,2016,26,"No"
"588",15039267,2016,17,"No"
"589",15057576,2016,36,"Yes"
"590",15221257,2016,14,"Yes"
"591",15261716,2016,54,"Yes"
"592",15022908,2016,36,"No"
"593",15300709,2016,40,"in"
"594",15023444,2016,17,"No"
"595",15249682,2016,20,"No"
"596",14903391,2016,17,"Yes"
"597",15340650,2016,52,"No"
"598",15363562,2016,14,"No"
"599",15200553,2016,40,"No"
"600",15190589,2016,35,"No"
"601",15183864,2016,13,"No"
"602",15298213,2016,11,"No"
"603",15138632,2016,31,"No"
"604",15314432,2016,17,"bottom"
"605",15356437,2016,17,"No"
"606",15226742,2016,42,"No"
"607",15129440,2016,31,"No"
"608",15380691,2016,35,"Yes"
"609",15264778,2016,31,"No"
"610",15028736,2016,40,"force"
"611",15028048,2016,40,"Yes"
"612",15177426,2016,31,"Yes"
"613",14228479,2014,49,"No"
"614",14232310,2014,43,"Yes"
"615",14502496,2014,27,"Yes"
"616",14148996,2014,30,"in"
"617",14571286,2014,56,"No"
"618",14321969,2014,24,"No"
"619",14477098,2014,15,"No"
"620",14317421,2014,36,"Z"
"621",14260126,2014,16,"Yes"
"622",13261808,2014,21,"No"
"623",14249966,2014,27,"Yes"
"624",14283908,2014,21,"No"
"625",14560857,2014,54,"power"
"626",14337279,2014,27,"No"
"627",14516603,2014,43,"Yes"
"628",14166914,2014,56,"No"
"629",14512337,2014,54,"No"
"630",14174508,2014,25,"No"
"631",14233674,2014,39,"No"
"632",14192960,2014,55,"Yes"
"633",14231456,2014,14,"No"
"634",14478464,2014,46,"tur"
"635",14237366,2014,8,"No"
"636",14332128,2014,27,"Yes"
"637",14329543,2014,56,"Yes"
"638",14499216,2014,43,"Yes"
"639",14211572,2014,25,"No"
"640",14157415,2014,27,"Yes"
"641",14241776,2014,36,"No"
"642",14412103,2014,56,"No"
"643",14454701,2014,43,"Yes"
"644",14182573,2014,27,"No"
"645",14189893,2014,27,"Yes"
"646",14130782,2014,36,"Yes"
"647",14311489,2014,40,"No"
"648",14574275,2014,35,"Yes"
"649",14310092,2014,51,"No"
"650",14551885,2014,27,"No"
"651",14377522,2014,35,"Yes"
"652",14210162,2014,14,"No"
"653",14454708,2014,29,"No"
"654",14246867,2014,26,"No"
"655",14255557,2014,30,"Yes"
"656",14379108,2014,52,"No"
"657",14535573,2014,55,"No"
"658",14289081,2014,43,"No"
"659",14156569,2014,35,"Yes"
"660",14304420,2014,27,"Yes"
"661",14180296,2014,27,"Yes"
"662",14444558,2014,56,"No"
"663",14475298,2014,43,"Yes"
"664",14373102,2014,27,"No"
"665",14444064,2014,21,"No"
"666",14474175,2014,36,"No"
"667",14273265,2014,43,"Yes"
"668",14223192,2014,29,"Yes"
"669",14368632,2014,21,"No"
"670",14351337,2014,7,"No"
"671",14379935,2014,8,"No"
"672",14523881,2014,31,"No"
"673",14495549,2014,54,"No"
"674",14283377,2014,27,"Yes"
"675",14176015,2014,30,"in"
"676",14397883,2014,55,"review"
"677",14383863,2014,21,"Yes"
"678",14332835,2014,56,"Yes"
"679",14570909,2014,56,"No"
"680",14496864,2014,27,"the"
"681",14175731,2014,43,"Yes"
"682",13983755,2014,35,"Yes"
"683",14227383,2014,21,"No"
"684",14541994,2014,56,"No"
"685",14322817,2014,43,"member"
"686",14263119,2014,43,"Yes"
"687",14549749,2014,25,"No"
"688",14155275,2014,56,"No"
"689",14454839,2014,26,"No"
"690",14281516,2014,56,"Yes"
"691",14147220,2014,36,"the"
"692",14446830,2014,56,"Yes"
"693",14174699,2014,36,"Yes"
"694",14195034,2014,29,"No"
"695",14527939,2014,16,"Yes"
"696",14513346,2014,38,"No"
"697",14320364,2014,56,"Yes"
"698",14448388,2014,36,"Yes"
"699",14251603,2014,26,"No"
"700",14187982,2014,39,"No"
"701",14492830,2014,21,"No"
"702",14401018,2014,27,"Yes"
"703",14394959,2014,16,"Yes"
"704",14173956,2014,27,"No"
"705",14553506,2014,36,"Yes"
"706",14354091,2014,43,"thickness"
"707",14253700,2014,55,"No"
"708",14259861,2014,43,"Yes"
"709",14580566,2014,16,"in"
"710",14157403,2014,40,"Yes"
"711",14445657,2014,32,"No"
"712",14315301,2014,55,"Yes"
"713",14188127,2014,55,"No"
"714",14229805,2014,55,"No"
"715",14322151,2014,43,"No"
"716",14342620,2014,27,"unit"
"717",14351351,2014,56,"No"
"718",14257264,2014,54,"Yes"
"719",14240367,2014,36,"the"
"720",14498309,2014,55,"No"
"721",14355982,2014,14,"No"
"722",14248645,2014,54,"No"
"723",14200364,2014,25,"No"
"724",14265869,2014,21,"No"
"725",14464345,2014,15,"Yes"
"726",14326634,2014,46,"No"
"727",14189021,2014,26,"No"
"728",14336556,2014,43,"No"
"729",14520890,2014,56,"No"
"730",14394600,2014,35,"No"
"731",14397521,2014,54,"Yes"
"732",14394278,2014,29,"No"
"733",14335727,2014,56,"No"
"734",14489729,2014,29,"No"
"735",14186315,2014,38,"No"
"736",14377413,2014,27,"No"
"737",14379889,2014,36,"No"
"738",14282670,2014,43,"No"
"739",14412435,2014,56,"No"
"740",14261095,2014,38,"No"
"741",14264734,2014,35,"devices"
"742",14446270,2014,43,"Yes"
"743",14538040,2014,55,"No"
"744",14233967,2014,1,"No"
"745",14259113,2014,43,"No"
"746",14323663,2014,27,"Yes"
"747",14382137,2014,36,"No"
"748",14403410,2014,36,"Yes"
"749",14583082,2014,35,"Yes"
"750",14304463,2014,55,"Yes"
"751",14453233,2014,15,"Yes"
"752",14192544,2014,43,"Yes"
"753",14175538,2014,43,"the"
"754",14253227,2014,40,"No"
"755",14396022,2014,36,"No"
"756",14356540,2014,29,"No"
"757",14252450,2014,43,"No"
"758",14314649,2014,43,"No"
"759",14336168,2014,27,"No"
"760",14335199,2014,56,"No"
"761",14259752,2014,27,"No"
"762",14451796,2014,31,"No"
"763",14346316,2014,36,"No"
"764",14567117,2014,27,"No"
"765",14350141,2014,46,"No"
"766",14572149,2014,30,"No"
"767",14228519,2014,39,"Yes"
"768",14578079,2014,46,"Yes"
"769",14368708,2014,55,"No"
"770",14335555,2014,30,"No"
"771",14499739,2014,56,"Yes"
"772",14579871,2014,27,"Yes"
"773",14280025,2014,36,"Yes"
"774",14505120,2014,39,"Yes"
"775",14148201,2014,55,"No"
"776",14481091,2014,39,"No"
"777",14585948,2014,52,"No"
"778",14395746,2014,36,"No"
"779",14241452,2014,21,"No"
"780",14337364,2014,20,"No"
"781",14510513,2014,43,"No"
"782",14293593,2014,56,"No"
"783",14355388,2014,56,"No"
"784",14543289,2014,27,"No"
"785",14404506,2014,25,"No"
"786",14244052,2014,56,"No"
"787",14506855,2014,56,"Yes"
"788",14521296,2014,17,"Yes"
"789",14302363,2014,31,"No"
"790",14575749,2014,27,"No"
"791",14179272,2014,27,"No"
"792",14351206,2014,30,"Yes"
"793",14506514,2014,35,"No"
"794",14290519,2014,39,"No"
"795",14292160,2014,26,"No"
"796",14336880,2014,43,"No"
"797",14568729,2014,38,"No"
"798",14455683,2014,43,"Yes"
"799",14199943,2014,40,"No"
"800",14572162,2014,43,"No"
"801",14362406,2014,17,"Yes"
"802",14350203,2014,43,"Yes"
"803",14238488,2014,56,"No"
"804",14582178,2014,30,"Yes"
"805",14298968,2014,56,"No"
"806",14339831,2014,31,"No"
"807",14458914,2014,21,"No"
"808",14330238,2014,43,"No"
"809",14370943,2014,38,"Yes"
"810",14312227,2014,31,"Yes"
"811",14465692,2014,55,"No"
"812",14344410,2014,36,"No"
"813",14301119,2014,35,"Yes"
"814",14374214,2014,55,"Yes"
"815",14154002,2014,39,"No"
"816",14449289,2014,43,"No"
"817",14246786,2014,27,"Yes"
"818",14383924,2014,21,"No"
"819",14546953,2014,40,"Yes"
"820",14217040,2014,35,"Yes"
"821",14233805,2014,36,"No"
"822",14301213,2014,36,"Yes"
"823",14298375,2014,56,"No"
"824",14173998,2014,52,"No"
"825",14454678,2014,56,"Yes"
"826",14192544,2014,43,"per"
"827",14205110,2014,21,"No"
"828",14576832,2014,54,"No"
"829",14204863,2014,31,"No"
"830",14200096,2014,46,"No"
"831",14576105,2014,14,"res"
"832",14333621,2014,54,"No"
